DrugBank ID,Name,Drug Groups,SMILES,Formula,Doping,Drug Categories,Target_Names
DB00813,Fentanyl,approved; illicit; investigational; vet_approved,CCC(=O)N(C1CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1,C22H28N2O,1,"Adjuvants, Adjuvants, Anesthesia, Agents that produce hypertension, Agents that reduce seizure threshold, Analgesics, Anesthetics, Anesthetics, General, Anesthetics, Intravenous, Antidepressive Agents, Bradycardia-Causing Agents, Central Nervous System Agents, Central Nervous System Depressants, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 CYP3A7 Substrates, Cytochrome P-450 Substrates, Drugs that are Mainly Renally Excreted, Fentanyl and fentanyl analogues, High-risk opioids, Narcotics, Nervous System, Neuraxial Anesthetics, Opiate Agonists, Opioid Agonist, Opioid Anesthetics, Opioids, Opioids, Anilidopiperidine, P-glycoprotein inhibitors, Peripheral Nervous System Agents, Phenylpiperidine opioids, Piperidines, Sensory System Agents, Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome, Serotonin Agents, Serotonin Modulators"," Mu-type opioid receptor,  Delta-type opioid receptor,  Kappa-type opioid receptor,  P-glycoprotein 1,  Cytochrome P450 3A4,  Cytochrome P450 3A7,  Serum albumin,  alpha1-acid glycoprotein (Protein Group),  P-glycoprotein 1"
DB05394,Corticorelin,investigational,,,1,"Amino Acids, Peptides, and Proteins, Corticotropin-Releasing Hormone, Diagnostic Agents, Hormones, Hormones, Hormone Substitutes, and Hormone Antagonists, Hypothalamic Hormones, Nerve Tissue Proteins, Neuropeptides, Peptide Hormones, Peptides, Pituitary Hormone-Releasing Hormones, Proteins, Tests for Pituitary Function", Dopamine beta-hydroxylase
DB00819,Acetazolamide,approved; vet_approved,CC(=O)NC1=NN=C(S1)S(N)(=O)=O,C4H6N4O3S2,1,"Anticonvulsants, Antiglaucoma Agents, Antiglaucoma Preparations and Miotics, Carbonic Anhydrase Inhibitors, Cardiovascular Agents, Central Nervous System Agents, Central Nervous System Depressants, Cytochrome P-450 CYP3A Inhibitors, Cytochrome P-450 CYP3A4 Inhibitors, Cytochrome P-450 CYP3A4 Inhibitors (strength unknown), Cytochrome P-450 Enzyme Inhibitors, Diuretics, Drugs causing inadvertant photosensitivity, Enzyme Inhibitors, Genito Urinary System and Sex Hormones, Gynecological Antiinfectives and Antiseptics, Natriuretic Agents, OAT1/SLC22A6 inhibitors, Ophthalmologicals, Photosensitizing Agents, Sensory Organs, Sulfonamides, Sulfur Compounds, Thiadiazoles, Thiazoles"," Carbonic anhydrase 1,  Carbonic anhydrase 2,  Carbonic anhydrase 4,  Carbonic anhydrase 12,  Carbonic anhydrase 14,  Carbonic anhydrase 3,  Carbonic anhydrase 7,  Aquaporin-1,  Cytochrome P450 3A4,  Solute carrier family 22 member 6"
DB00830,Phenmetrazine,approved; illicit,CC1NCCOC1C1=CC=CC=C1,C11H15NO,1,"Agents producing tachycardia, Agents that produce hypertension, Anti-Obesity Agents, Appetite Depressants, Autonomic Agents, Central Nervous System Agents, Central Nervous System Stimulants, Morpholines, Oxazines, Peripheral Nervous System Agents, Sympathomimetics"," Sodium-dependent noradrenaline transporter,  Sodium-dependent dopamine transporter"
DB12221,Canrenone,investigational,[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=CC2=CC(=O)CC[C@]12C,C22H28O3,1,"Agents causing hyperkalemia, Diuretics, Fused-Ring Compounds, Hormone Antagonists, Hormones, Hormone Substitutes, and Hormone Antagonists, Mineralocorticoid Receptor Antagonists, Natriuretic Agents, Potassium-Sparing Diuretics, Pregnadienes, Pregnanes, Steroids",
DB00852,Pseudoephedrine,approved,CN[C@@H](C)[C@@H](O)C1=CC=CC=C1,C10H15NO,1,"Adrenergic Agonists, Adrenergic alpha-1 Receptor Agonists, Adrenergic alpha-2 Receptor Agonists, Adrenergic alpha-Agonists, Adrenergic beta-Agonists, Agents producing tachycardia, Agents that produce hypertension, Alcohols, Alpha-and Beta-adrenergic Agonists, Amines, Amino Alcohols, Amphetamines, Anti-Asthmatic Agents, Autonomic Agents, Bronchodilator Agents, Cardiovascular Agents, Ethylamines, Hyperglycemia-Associated Agents, Monoamine Oxidase A Inhibitors for interaction with Monoamine Oxidase A substrates, Nasal Decongestants, Nasal Decongestants for Systemic Use, Nasal Preparations, Norepinephrine Releasing Agents, Peripheral Nervous System Agents, Phenethylamines, Propanolamines, Propanols, Respiratory System Agents, Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome, Sympathomimetic (Adrenergic) Agents, Sympathomimetics, Tumor Necrosis Factor Blockers, Vasoconstrictor Agents"," Sodium-dependent noradrenaline transporter,  Sodium-dependent dopamine transporter,  Alpha-1A adrenergic receptor,  Alpha-2A adrenergic receptor,  Sodium-dependent serotonin transporter,  Beta-2 adrenergic receptor,  Beta-1 adrenergic receptor,  Nuclear factor of activated T-cells, cytoplasmic 1,  Tumor necrosis factor, 10. Nuclear factor NF-kappa-B p105 subunit, 11. activator protein 1 (Protein Group), 12. Interleukin-2,  Amine oxidase [flavin-containing] A,  Serum albumin,  Sodium-dependent noradrenaline transporter,  Sodium-dependent dopamine transporter,  Sodium-dependent serotonin transporter"
DB03085,Glycolic acid,approved; investigational,OCC(O)=O,C2H4O3,1,"Acetates, Acids, Acyclic, Dermatologicals, Hydroxy Acids, Keratolytic Agents", Glucose-6-phosphate 1-dehydrogenase
DB00858,Drostanolone,illicit,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)[C@H](C)C[C@]12C,C20H32O2,1,"Androstanes, Fused-Ring Compounds, Steroids"," Androgen receptor,  Cytochrome P450 19A1,  Sex hormone-binding globulin"
DB00860,Prednisolone,approved; vet_approved,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,C21H28O5,1,"Adrenal Cortex Hormones, Adrenals, Agents for Treatment of Hemorrhoids and Anal Fissures for Topical Use, Alimentary Tract and Metabolism, Anti-Inflammatory Agents, Antidiarrheals, Intestinal Antiinflammatory/antiinfective Agents, Antidotes, Antineoplastic Agents, Antineoplastic Agents, Hormonal, Corticosteroid Hormone Receptor Agonists, Corticosteroids, Corticosteroids Acting Locally, Corticosteroids for Local Oral Treatment, Corticosteroids for Systemic Use, Corticosteroids for Systemic Use, Plain, Corticosteroids, Dermatological Preparations, Corticosteroids, Weak (Group I), Cytochrome P-450 CYP3A Inducers, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Inducers, Cytochrome P-450 CYP3A4 Inducers (strength unknown), Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 Enzyme Inducers, Cytochrome P-450 Substrates, Dermatologicals, Fused-Ring Compounds, Hormones, Hormones, Hormone Substitutes, and Hormone Antagonists, Hyperglycemia-Associated Agents, Immunosuppressive Agents, Intestinal Antiinflammatory Agents, Nasal Preparations, Ophthalmological and Otological Preparations, Ophthalmologicals, Otologicals, P-glycoprotein substrates, Prednisolone and Prodrugs, Pregnadienes, Pregnadienetriols, Pregnanes, Sensory Organs, Steroids, Stomatological Preparations, Systemic Hormonal Preparations, Excl. Sex Hormones and Insulins, Vasoprotectives"," Glucocorticoid receptor,  Cytochrome P450 3A4,  Corticosteroid-binding globulin,  Serum albumin,  Solute carrier organic anion transporter family member 1A2,  P-glycoprotein 1"
DB12248,Tulobuterol,investigational,CC(C)(C)NCC(O)C1=CC=CC=C1Cl,C12H18ClNO,1,"Adrenergic Agents, Adrenergic Agonists, Adrenergic beta-Agonists, Adrenergics for Systemic Use, Adrenergics, Inhalants, Agents producing tachycardia, Agents that produce hypertension, Agents to Treat Airway Disease, Alcohols, Amines, Amino Alcohols, Anti-Asthmatic Agents, Autonomic Agents, Bronchodilator Agents, Drugs for Obstructive Airway Diseases, Ethanolamines, Neurotransmitter Agents, Peripheral Nervous System Agents, Respiratory System Agents, Selective Beta 2-adrenergic Agonists", Beta-2 adrenergic receptor
DB00866,Alprenolol,experimental; withdrawn,CC(C)NCC(O)COC1=CC=CC=C1CC=C,C15H23NO2,1,"Adrenergic Agents, Adrenergic Antagonists, Adrenergic beta-Antagonists, Agents causing hyperkalemia, Alcohols, Amines, Amino Alcohols, Antiarrhythmic agents, Antidepressive Agents, Antihypertensive Agents, Autonomic Agents, Beta Blocking Agents, Non-Selective, Bradycardia-Causing Agents, Cardiovascular Agents, Central Nervous System Depressants, Cytochrome P-450 CYP2D6 Substrates, Cytochrome P-450 Substrates, Neurotransmitter Agents, Peripheral Nervous System Agents, Phenoxypropanolamines, Propanolamines, Propanols, Serotonin 5-HT1 Receptor Antagonists, Serotonin 5-HT1A Receptor Antagonists, Serotonin Agents, Serotonin Receptor Antagonists, Sympatholytics"," Beta-1 adrenergic receptor,  Beta-2 adrenergic receptor,  5-hydroxytryptamine receptor 1A,  Beta-3 adrenergic receptor,  Cytochrome P450 2D6"
DB12255,Vadadustat,approved; investigational,OC(=O)CNC(=O)C1=C(O)C=C(C=N1)C1=CC(Cl)=CC=C1,C14H11ClN2O4,1,"Amino Acids, Amino Acids, Peptides, and Proteins, Antianemic Preparations, BCRP/ABCG2 Inhibitors, Blood and Blood Forming Organs, Cytochrome P-450 CYP2B6 Inducers, Cytochrome P-450 CYP2B6 Inducers (weak), Cytochrome P-450 CYP2C8 Inhibitors, Cytochrome P-450 CYP2C8 Inhibitors (strength unknown), Cytochrome P-450 CYP2C9 Inhibitors, Cytochrome P-450 CYP2C9 Inhibitors (strength unknown), Cytochrome P-450 Enzyme Inducers, Cytochrome P-450 Enzyme Inhibitors, Erythropoiesis-Stimulating Agents, Hypoxia-Inducible Factor-Proline Dioxygenases, antagonists & inhibitors, OAT3/SLC22A8 Inhibitors, OAT3/SLC22A8 Substrates, Pyridines, UGT1A1 Inducers, UGT1A1 Substrates, UGT1A9 Substrates, UGT2B7 substrates"," Egl nine homolog 1,  Egl nine homolog 2,  Egl nine homolog 3,  Hypoxia-inducible factor 1-alpha,  Endothelial PAS domain-containing protein 1,  UDP-glucuronosyltransferase 1-1,  UDP-glucuronosyltransferase 1-7,  UDP-glucuronosyltransferase 1-8,  UDP-glucuronosyltransferase 1-9,  UDP-glucuronosyltransferase 2B7,  Cytochrome P450 2B6,  Cytochrome P450 2C8,  Cytochrome P450 3A4,  Cytochrome P450 2C9,  Serum albumin,  ATP-binding cassette sub-family G member 2,  Solute carrier family 22 member 8,  Solute carrier family 22 member 6"
DB00871,Terbutaline,approved,CC(C)(C)NCC(O)C1=CC(O)=CC(O)=C1,C12H19NO3,1,"Adrenergic Agents, Adrenergic Agonists, Adrenergic beta-2 Receptor Agonists, Adrenergic beta-Agonists, Adrenergics for Systemic Use, Adrenergics, Inhalants, Agents producing tachycardia, Agents that produce hypertension, Agents to Treat Airway Disease, Alcohols, Amines, Amino Alcohols, Anti-Asthmatic Agents, Autonomic Agents, Bronchodilator Agents, Cholinesterase Inhibitors, Drugs for Obstructive Airway Diseases, Drugs that are Mainly Renally Excreted, Ethanolamines, Neurotransmitter Agents, OCT2 Substrates, Peripheral Nervous System Agents, Potential QTc-Prolonging Agents, QTc Prolonging Agents, Reproductive Control Agents, Respiratory System Agents, Selective Beta 2-adrenergic Agonists, Sympathomimetics, Tocolytic Agents"," Beta-2 adrenergic receptor,  Beta-3 adrenergic receptor,  Beta-1 adrenergic receptor,  Sulfotransferase (Protein Group),  UDP-glucuronosyltransferases (UGTs) (Protein Group),  Cholinesterase,  Solute carrier family 22 member 5,  Solute carrier family 22 member 2"
DB00872,Conivaptan,approved; investigational,CC1=NC2=C(CCN(C(=O)C3=CC=C(NC(=O)C4=CC=CC=C4C4=CC=CC=C4)C=C3)C3=CC=CC=C23)N1,C32H26N4O2,1,"Antidiuretic Hormone Receptor Antagonists, Cytochrome P-450 CYP3A Inhibitors, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Inhibitors, Cytochrome P-450 CYP3A4 Inhibitors (strong), Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 CYP3A4 Substrates with a Narrow Therapeutic Index, Cytochrome P-450 Enzyme Inhibitors, Cytochrome P-450 Substrates, Diuretics, Heterocyclic Compounds, Fused-Ring, Hypotensive Agents, Narrow Therapeutic Index Drugs, Natriuretic Agents, P-glycoprotein inhibitors"," Vasopressin V1a receptor,  Vasopressin V2 receptor,  Cytochrome P450 3A4,  P-glycoprotein 1"
DB12266,Epofolate,investigational,[H][C@]1(C)CCC[C@@H]2[C@H](C[C@H](OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@H]1O)C(\C)=C\C1=CSC(C)=N1)N2CCOC(=O)OCCSSC[C@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(O)=O)NC(=O)CC[C@H](NC(=O)C1=CC=C(NCC2=CN=C3N=C(N)NC(=O)C3=N2)C=C1)C(O)=O)C(O)=O,C67H92N16O22S3,1,"Anti-Bacterial Agents, Antineoplastic Agents, Cytochrome P-450 CYP3A Inhibitors, Cytochrome P-450 CYP3A4 Inhibitors, Cytochrome P-450 CYP3A4 Inhibitors (strength unknown), Cytochrome P-450 Enzyme Inhibitors, Heterocyclic Compounds, Fused-Ring, Lactones, Macrolides, Polyketides, Pteridines, Pterins", Cytochrome P450 3A4
DB00880,Chlorothiazide,approved; vet_approved,NS(=O)(=O)C1=C(Cl)C=C2NC=NS(=O)(=O)C2=C1,C7H6ClN3O4S2,1,"Antihypertensive Agents, Benzothiadiazines, Cardiovascular Agents, Diuretics, Drugs causing inadvertant photosensitivity, Genito Urinary System and Sex Hormones, Gynecological Antiinfectives and Antiseptics, Heterocyclic Compounds, Fused-Ring, Hyperglycemia-Associated Agents, Hypotensive Agents, Increased Diuresis, Membrane Transport Modulators, Natriuretic Agents, OAT1/SLC22A6 inhibitors, Photosensitizing Agents, Sodium Chloride Symporter Inhibitors, Sulfonamides, Sulfones, Sulfur Compounds, Thiazides"," Solute carrier family 12 member 3,  Carbonic anhydrase 1,  Carbonic anhydrase 2,  Solute carrier family 22 member 6"
DB00882,Clomifene,approved; investigational,CCN(CC)CCOC1=CC=C(C=C1)C(=C(Cl)C1=CC=CC=C1)C1=CC=CC=C1,C26H28ClNO,1,"Benzene Derivatives, Benzylidene Compounds, Clomiphene, Estrogen Agonist-antagonists, Estrogen Agonist/Antagonist, Estrogen Antagonists, Estrogen Receptor Modulators, Fertility Agents, Fertility Agents, Female, Genito Urinary System and Sex Hormones, Hormone Antagonists, Hormones, Hormone Substitutes, and Hormone Antagonists, Ovulation Stimulants, Synthetic, P-glycoprotein substrates, Reproductive Control Agents, Selective Estrogen Receptor Modulators, Sex Hormones and Modulators of the Genital System, Stilbenes"," Estrogen receptor alpha,  Sex hormone-binding globulin,  Steroid 17-alpha-hydroxylase/17,20 lyase,  P-glycoprotein 1"
DB00887,Bumetanide,approved,CCCCNC1=C(OC2=CC=CC=C2)C(=CC(=C1)C(O)=O)S(N)(=O)=O,C17H20N2O5S,1,"Acids, Carbocyclic, Agents Causing Muscle Toxicity, Amides, Aminobenzoates, Benzene Derivatives, Benzoates, Cardiovascular Agents, Diuretics, Drugs causing inadvertant photosensitivity, Drugs that are Mainly Renally Excreted, Genito Urinary System and Sex Hormones, Gynecological Antiinfectives and Antiseptics, High-Ceiling Diuretics, High-Ceiling Diuretics and Potassium-Sparing Agents, Hyperglycemia-Associated Agents, Hypotensive Agents, Increased Diuresis at Loop of Henle, Membrane Transport Modulators, meta-Aminobenzoates, Natriuretic Agents, Nephrotoxic agents, Non Potassium Sparing Diuretics, OAT1/SLC22A6 inhibitors, OAT3/SLC22A8 Inhibitors, OAT3/SLC22A8 Substrates, Photosensitizing Agents, Sodium Potassium Chloride Symporter Inhibitors, Sulfonamides, Sulfones, Sulfur Compounds"," Solute carrier family 12 member 1,  Solute carrier family 12 member 2,  Solute carrier family 12 member 4,  Solute carrier family 12 member 5,  Cystic fibrosis transmembrane conductance regulator,  Prostaglandin G/H synthase 2,  Sodium/bile acid cotransporter,  Solute carrier family 22 member 6,  Solute carrier family 22 member 8,  Solute carrier family 22 member 11,  Solute carrier family 22 member 7,  Solute carrier organic anion transporter family member 1A2"
DB00893,Iron Dextran,approved; vet_approved,,,1,"Compounds used in a research, industrial, or household setting, Dextrans, Hematinics, Iron Compounds, Iron Preparations, Parenteral Iron Replacement, Supplements"," Hemoglobin subunit beta,  Hemoglobin subunit alpha,  Ferritin heavy chain,  Ferritin light chain,  Serotransferrin"
DB00894,Testolactone,approved; investigational,[H][C@@]12CCC3=CC(=O)C=C[C@]3(C)[C@@]1([H])CC[C@]1(C)OC(=O)CC[C@@]21[H],C19H24O3,1,"Androstadienes, Androstanes, Androstenes, Antineoplastic Agents, Antineoplastic Agents, Hormonal, Aromatase Inhibitors, Drugs that are Mainly Renally Excreted, Fused-Ring Compounds, Homosteroids, Steroids", Cytochrome P450 19A1
DB00903,Etacrynic acid,approved; investigational,CCC(=C)C(=O)C1=C(Cl)C(Cl)=C(OCC(O)=O)C=C1,C13H12Cl2O4,1,"Acetates, Acids, Acyclic, Agents that produce neuromuscular block (indirect), Aryloxyacetic Acid Derivatives, Diuretics, Enzyme Inhibitors, Glycolates, High-Ceiling Diuretics, Hydroxy Acids, Hyperglycemia-Associated Agents, Hypotensive Agents, Increased Diuresis at Loop of Henle, Natriuretic Agents, Nephrotoxic agents, Non Potassium Sparing Diuretics, OAT1/SLC22A6 inhibitors, Ototoxic agents, Phenoxyacetates, Sodium Potassium Chloride Symporter Inhibitors"," Solute carrier family 12 member 1,  Sodium/potassium-transporting ATPase subunit alpha-1,  Lymphoid enhancer-binding factor 1,  Glutathione S-transferase P,  Glutathione S-transferase A2,  Serum albumin,  Solute carrier family 22 member 6"
DB00907,Cocaine,approved; illicit,[H][C@]12CC[C@]([H])([C@H]([C@H](C1)OC(=O)C1=CC=CC=C1)C(=O)OC)N2C,C17H21NO4,1,"Agents producing tachycardia, Agents that reduce seizure threshold, Alkaloids, Analgesics and Anesthetics, Anesthetics, Anesthetics, Local, Anticholinergic Agents, Aza Compounds, Azabicyclo Compounds, Cardiovascular Agents, Central Nervous System Agents, Central Nervous System Stimulants, Cholinesterase substrates, Cocaine, antagonists & inhibitors, Cytochrome P-450 CYP2D6 Inhibitors, Cytochrome P-450 CYP2D6 Inhibitors (strength unknown), Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 Enzyme Inhibitors, Cytochrome P-450 Substrates, Dopamine Agents, Dopamine Uptake Inhibitors, Esters of Benzoic Acid, Highest Risk QTc-Prolonging Agents, Local Anesthetics (Ester), Membrane Transport Modulators, Muscarinic Antagonists, Nervous System, Neurotransmitter Agents, Neurotransmitter Uptake Inhibitors, OCT2 Inhibitors, Ophthalmologicals, QTc Prolonging Agents, Sensory Organs, Sensory System Agents, Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome, Throat Preparations, Tropanes, Vasoconstrictor Agents"," Sodium-dependent dopamine transporter,  Sodium-dependent noradrenaline transporter,  Sodium channel protein (Protein Group),  Sodium-dependent serotonin transporter,  Muscarinic acetylcholine receptor M1,  Muscarinic acetylcholine receptor M2,  Sigma non-opioid intracellular receptor 1,  Liver carboxylesterase 1,  Cytochrome P450 3A4,  Cytochrome P450 2D6,  Cytochrome P450 2C8,  Cholinesterase,  Liver carboxylesterase 1,  alpha1-acid glycoprotein (Protein Group),  Solute carrier family 22 member 2,  Sodium-dependent dopamine transporter"
DB00921,Buprenorphine,approved; illicit; investigational; vet_approved,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1CC4=C5C(O[C@@H]2[C@@]35CCN1CC1CC1)=C(O)C=C4,C29H41NO4,1,"Alkaloids, Analgesics, BCRP/ABCG2 Inhibitors, Central Nervous System Agents, Central Nervous System Depressants, Cytochrome P-450 CYP2C18 Substrates, Cytochrome P-450 CYP2C19 Inhibitors, Cytochrome P-450 CYP2C19 inhibitors (strength unknown), Cytochrome P-450 CYP2C8 Substrates, Cytochrome P-450 CYP2C9 Substrates, Cytochrome P-450 CYP2D6 Inhibitors, Cytochrome P-450 CYP2D6 Inhibitors (weak), Cytochrome P-450 CYP2D6 Substrates, Cytochrome P-450 CYP3A Inhibitors, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Inhibitors, Cytochrome P-450 CYP3A4 Inhibitors (weak), Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 CYP3A5 Substrates, Cytochrome P-450 CYP3A7 Substrates, Cytochrome P-450 Enzyme Inhibitors, Cytochrome P-450 Substrates, Drugs Used in Addictive Disorders, Drugs Used in Opioid Dependence, Heterocyclic Compounds, Fused-Ring, Mixed Agonist / Antagonist Opioids, Morphinans, Narcotics, Nervous System, Opiate Agonists, Opiate Alkaloids, Opiate Partial Agonists, Opioid Antagonists, Opioids, Oripavine Derivatives, P-glycoprotein inhibitors, Peripheral Nervous System Agents, Phenanthrenes, Sensory System Agents, Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome, UGT1A1 Substrates, UGT1A9 Substrates"," Kappa-type opioid receptor,  Mu-type opioid receptor,  Delta-type opioid receptor,  Nociceptin receptor,  Cytochrome P450 3A4,  Cytochrome P450 3A5,  Cytochrome P450 2C9,  Cytochrome P450 2C8,  Cytochrome P450 3A7,  Cytochrome P450 2D6,  Cytochrome P450 2C18,  Cytochrome P450 2C19,  P-glycoprotein 1,  ATP-binding cassette sub-family G member 2"
DB00938,Salmeterol,approved,OCC1=C(O)C=CC(=C1)C(O)CNCCCCCCOCCCCC1=CC=CC=C1,C25H37NO4,1,"Adrenergic Agents, Adrenergic Agonists, Adrenergic beta-2 Receptor Agonists, Adrenergic beta-Agonists, Adrenergics, Inhalants, Agents Causing Muscle Toxicity, Agents producing tachycardia, Agents that produce hypertension, Agents to Treat Airway Disease, Alcohols, Amines, Amino Alcohols, Anti-Asthmatic Agents, Autonomic Agents, Bronchodilator Agents, Cytochrome P-450 CYP2C8 Inhibitors, Cytochrome P-450 CYP2C8 Inhibitors (strong), Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 CYP3A5 Substrates, Cytochrome P-450 CYP3A7 Substrates, Cytochrome P-450 Enzyme Inhibitors, Cytochrome P-450 Substrates, Drugs for Obstructive Airway Diseases, Ethanolamines, Ethylamines, Long-acting beta-adrenoceptor agonists, Neurotransmitter Agents, OCT1 inhibitors, OCT1 substrates, OCT2 Inhibitors, Peripheral Nervous System Agents, Phenethylamines, Potential QTc-Prolonging Agents, QTc Prolonging Agents, Respiratory System Agents, Selective Beta 2-adrenergic Agonists, Sympathomimetic (Adrenergic) Agents"," Beta-2 adrenergic receptor,  Beta-1 adrenergic receptor,  Beta-3 adrenergic receptor,  Cytochrome P450 3A4,  Cytochrome P450 3A5,  Cytochrome P450 3A7,  Cytochrome P450 2C8,  Serum albumin,  alpha1-acid glycoprotein (Protein Group),  Solute carrier family 22 member 1,  Solute carrier family 22 member 3,  Solute carrier family 22 member 2"
DB15133,Tepotinib,approved; investigational,CN1CCC(COC2=CN=C(N=C2)C2=CC(CN3N=C(C=CC3=O)C3=CC(=CC=C3)C#N)=CC=C2)CC1,C29H28N6O2,1,"Antineoplastic Agents, Antineoplastic and Immunomodulating Agents, BCRP/ABCG2 Inhibitors, BSEP/ABCB11 Inhibitors, Cytochrome P-450 CYP2C8 Substrates, Cytochrome P-450 CYP2C9 Inhibitors, Cytochrome P-450 CYP2C9 Inhibitors (strong), Cytochrome P-450 CYP3A Inhibitors, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Inhibitors, Cytochrome P-450 CYP3A4 Inhibitors (moderate), Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 Enzyme Inhibitors, Cytochrome P-450 Substrates, Kinase Inhibitor, MATE 1 Inhibitors, MATE 2 Inhibitors, MATE inhibitors, Mesenchymal Epithelial Transition Inhibitors, OCT1 inhibitors, OCT2 Inhibitors, P-glycoprotein inhibitors, P-glycoprotein substrates, Protein Kinase Inhibitors, Proto-Oncogene Proteins c-met, antagonists & inhibitors, Tyrosine Kinase Inhibitors"," Hepatocyte growth factor receptor,  Nischarin,  Melatonin receptor type 1B,  Cytochrome P450 3A4,  Cytochrome P450 2C8,  Cytochrome P450 2C9,  Serum albumin,  Alpha-1-acid glycoprotein 1,  P-glycoprotein 1,  ATP-binding cassette sub-family G member 2,  Solute carrier family 22 member 1,  Solute carrier family 22 member 2,  Multidrug and toxin extrusion protein 1,  Multidrug and toxin extrusion protein 2,  Bile salt export pump"
DB00947,Fulvestrant,approved; investigational,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(O)C=C3C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@@]21[H],C32H47F5O3S,1,"Anti-Estrogens, Antineoplastic Agents, Antineoplastic Agents, Hormonal, Antineoplastic and Immunomodulating Agents, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 Substrates, Endocrine Therapy, Estradiol Congeners, Estranes, Estrenes, Estrogen Antagonists, Estrogen Receptor Antagonists, Fused-Ring Compounds, Gonadal Hormones, Gonadal Steroid Hormones, Hormone Antagonists, Hormone Antagonists and Related Agents, Hormones, Hormones, Hormone Substitutes, and Hormone Antagonists, Selective Estrogen Receptor Modulators, Steroids, UGT1A1 Substrates"," Estrogen receptor alpha,  Cytochrome P450 3A4,  UDP-glucuronosyltransferase 1-1"
